gpu_energy,time,instruction_dataset_index,run,question_tokens,response_tokens,quantization,quantization_method,model,toech_memory_allocated
289.16399999998976,11.504198789596558,13.0,1.0,103.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
289.75500000000466,11.555725812911987,14.0,1.0,194.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
290.02899999998044,11.54516077041626,15.0,1.0,72.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
16.98300000000745,0.6488447189331055,16.0,1.0,83.0,72.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
81.43900000001304,3.019129753112793,17.0,1.0,75.0,126.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
96.15099999995437,3.860043525695801,18.0,1.0,93.0,145.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.0810000000056,11.281945705413818,19.0,1.0,81.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.6369999999879,11.3982093334198,20.0,1.0,137.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.0439999999944,11.319552183151243,21.0,1.0,114.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.73199999995995,11.371417999267578,22.0,1.0,75.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.54200000001583,11.401864528656006,23.0,1.0,83.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
282.35800000000745,11.276490688323976,24.0,1.0,70.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
12.68599999998696,0.4270296096801758,25.0,1.0,97.0,67.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.17399999999907,11.247854471206663,26.0,1.0,67.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
89.44099999999162,3.4761345386505127,27.0,1.0,66.0,136.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
40.34500000008848,1.492549180984497,28.0,1.0,108.0,91.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
283.48300000000745,11.29331922531128,29.0,1.0,124.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
283.60999999998603,11.285900831222534,30.0,1.0,97.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
111.13699999998788,4.44499135017395,31.0,1.0,84.0,158.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
282.9889999999432,11.31652045249939,32.0,1.0,87.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.57300000009127,11.339331865310667,33.0,1.0,78.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.52899999998044,11.312949895858765,34.0,1.0,78.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.201999999932,11.345675945281982,35.0,1.0,75.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.22500000009313,11.349472761154177,36.0,1.0,89.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
294.2469999999739,11.352313995361328,37.0,1.0,243.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
